"","CNTSCHID","BELONG","ST001D01T","AGE","ST004D01T","MOTIVAT","COOPERATE","EMOSUPS","unfairteacher","ESCS","ST038Q01NA","ST038Q02NA","ST038Q03NA","ST038Q04NA","ST038Q05NA","ST038Q06NA","ST038Q07NA","ST038Q08NA","SCHSIZE","CLSIZE","SCHLTYPE"
"310",15200009,"-,1985",9,"15,5",2,"-,8234","-,2385","-,889",12,"1,5966",7,7,3,2,1,1,1,1,2637,38,9
"311",15200009,"2,5915",10,"16,25",2,",4631","-,9705","1,0991",9,"1,5362",7,7,1,1,1,1,1,1,2637,38,9
"312",15200010,"-,8144",9,"15,83",2,"-,5996","-,9705","-,2511",10,"-,9151",7,7,3,1,1,2,1,2,800,43,2
"313",15200010,"-,6488",10,"15,67",2,",5539",",9455",",5658",18,"-,7364",7,7,1,1,1,1,1,1,800,43,2
"314",15200010,",1643",10,"16,08",2,",0078","-,9705",",5658",12," ",7,7,1,1,1,1,1,1,800,43,2
"315",15200010,"1,0269",10,"15,75",1,"-1,0165","-,4374",",1711",8,"-1,1274",7,7,1,1,1,1,1,3,800,43,2
"316",15200010,"-,6925",10,"15,92",1,"-,1108",",395","1,0991",6,"-1,2125",7,7,1,1,1,2,1,2,800,43,2
"317",15200010,"-1,7086",10,"16,25",2,",5242","1,4116","1,0991",3,",6225",7,7,1,1,1,1,1,1,800,43,2
"318",15200010,"-3,1297",7,"15,33",1,",8101","-1,198",",3838",13,"-,159",7,7,1,1,1,1,1,2,800,43,2
"319",15200010,"-1,1116",8,"15,5",2,"-,7132","-,2882","-,3389",13,",4141",7,7,3,3,2,3,1,4,800,43,2
"320",15200010,"-,9586",9,"16",1,",2168",",5497","-3,0789",9,"-,5292",7,7,4,4,1,2,1,2,800,43,2
"321",15200010,"-1,0113",10,"15,58",2,"1,8543",",6857","1,0991",14,"-,0548",7,7,2,1,1,1,1,1,800,43,2
"322",15200010,"-2,0945",8,"15,33",2,"1,3961","-,7876","1,0991",1,"-1,5074",7,7,1,1,1,2,1,2,800,43,2
"323",15200010,",0294",9,"15,75",1,",5387",",8242","-3,0789",8,"1,0414",7,7,3,3,1,2,2,2,800,43,2
"324",15200010,",1258",10,"15,5",2,"-,2111",",395","-,7498",11,",6991",7,7,2,2,1,1,1,1,800,43,2
"325",15200010,"-,9546",10,"16,08",1,",4239","-,2882","-3,0789",10,",1504",7,7,2,3,1,3,2,1,800,43,2
"326",15200010,"-,6239",10,"16,08",1,",1111","-,9124","-,889",8,"-,301",7,7,1,2,1,1,1,1,800,43,2
"327",15200010,",2669",9,"16,08",2,"1,8543",",4252","1,0991",11,"-,7713",7,7,1,1,1,1,1,1,800,43,2
"328",15200010,"2,5915",9,"15,33",2,"-,8542","-2,6126","-1,7212",11,"-,1827",7,7,1,1,1,1,1,1,800,43,2
"329",15200010,",3699",10,"16,25",2,"1,8543",",8242",",025",9,"1,1283",7,7,1,1,1,1,1,1,800,43,2
"330",15200010,",0652",10,"15,5",2,"1,0385","1,3264","1,0991",18,",8362",7,7,1,1,2,3,1,2,800,43,2
"331",15200010,",5423",10,"15,42",2,"1,3961",",6615",",3821",10,"-1,2027",7,7,1,1,1,1,1,1,800,43,2
"332",15200010,"-,3381",10,"15,83",1,"-,1651","-,2882","-,2495",7,"-,6832",7,7,1,1,1,1,1,1,800,43,2
"333",15200010,"-,7104",9,"16,08",1,"-,2803","-1,4606","-1,3298",11,"-2,2556",7,7,2,1,1,2,1,2,800,43,2
"334",15200010,"-,3897",7,"15,92",2,"-1,0795","-1,6831","-,889",4," ",7,7,2,2,1,1,1,1,800,43,2
"335",15200010,"-,301",9,"15,33",1,"-,8771","-1,3995","-1,6136",5,",4545",7,7,9,9,9,9,9,9,800,43,2
"336",15200010,",1516",10,"15,5",2,"-,1651","-,2882","-1,1872",8,"-,5469",7,7,1,1,1,1,9,1,800,43,2
"337",15200010,",3316",10,"15,67",1,"1,8543",",5759","1,0991",6,",0195",7,7,1,1,1,1,1,1,800,43,2
"338",15200010,"-,9652",9,"15,92",1,",959","-1,07","-,889",12,"-1,326",7,7,1,1,1,1,1,1,800,43,2
"339",15200010,"1,0269",8,"15,5",1,",6611","-,7876","1,0991",12,"-1,4129",7,7,1,1,1,1,1,1,800,43,2
"340",15200010,"-,6506",10,"16,08",2,"-,5996","-,6455",",1018",11,"-1,0666",7,7,1,1,1,1,1,2,800,43,2
"341",15200010,"2,5915",8,"16,08",2,",9799",",5759","1,0991",11,"-1,3126",7,7,1,1,1,1,1,1,800,43,2
"342",15200010,"-1,1322",10,"15,33",2,",1928","1,0425",",5658",7,"-,5279",7,7,1,1,1,1,1,1,800,43,2
"343",15200010,",0248",7,"15,58",2,",2405","-,2882","-,889",6,"1,36",7,7,1,1,1,1,1,1,800,43,2
"344",15200010,",6642",10,"15,83",2,"-1,2797","-1,4107",",3838",12,"-,5604",7,7,1,1,1,1,1,1,800,43,2
"345",15200010,",4638",9,"15,83",2,",1928","2,2879","-,7498",11,",2601",7,7,1,1,1,1,1,1,800,43,2
"346",15200010,"-,5064",9,"15,33",2,"-,1651","-,2882","-,889",6,"-1,4408",7,7,1,2,1,1,1,1,800,43,2
"347",15200010,"-,4838",10,"16,08",1,"1,3961","-,9705","-1,6136",9,"-2,0401",7,7,1,1,1,1,1,2,800,43,2
"348",15200010,"1,398",10,"15,83",1,",1111",",9455","1,0991",9,"-,8518",7,7,1,1,1,2,1,1,800,43,2
"349",15200010,",6642",10,"16",1,"-2,685",",9455",",5658",6,"-,582",7,7,1,1,1,1,1,1,800,43,2
"350",15200011,"-,5917",10,"16,17",1,"-,2111",",395",",3821",99,"-,4463",7,7,2,1,1,2,1,2,395,28,2
"351",15200011,",4438",10,"15,33",1,"-,1651","-,7876","1,0991",6,"-1,1169",7,7,1,2,1,2,1,2,395,28,2
"352",15200011,"1,5043",9,"15,42",2,"-,1651","-,9124",",3838",6,",1445",7,7,1,1,1,1,1,2,395,28,2
"353",15200011,",4906",10,"16,17",2,",1111","-,2882","-,0436",8,"1,4482",7,7,1,1,1,1,1,1,395,28,2
"354",15200011,"99",9,"15,5",2,"99","99","99",99," ",7,7,NA,NA,NA,NA,NA,NA,395,28,2
"355",15200011,"1,5611",9,"15,5",2,"-,0495","1,4116","1,0991",7,"-,1056",7,7,1,1,1,1,2,1,395,28,2
"356",15200011,"-1,3699",10,"15,33",1,"-1,9658","-1,0629","1,0991",6,",6337",7,7,1,2,1,1,1,2,395,28,2
"357",15200011,"-1,1678",10,"15,58",2,"-,1314","-1,2658","1,0991",24,"1,636",7,7,4,4,4,4,4,4,395,28,2
"358",15200011,",0499",10,"15,5",2,"1,8543","-1,5428","-1,5357",17,",9902",7,7,2,1,2,1,2,1,395,28,2
"359",15200011,",0248",10,"16,17",1,",4631","-,2882","1,0991",8,"-,8269",7,7,1,1,1,2,1,1,395,28,2
"360",15200011,",9357",10,"15,83",2,",1218","1,5604","-,3306",12,"-,6932",7,7,1,2,1,2,1,2,395,28,2
"361",15200011,",2947",10,"16,17",2,",4631","-,2882","-,889",8,",9094",7,7,1,1,1,2,1,1,395,28,2
"362",15200011,"-2,032",9,"15,92",2,",4631","2,2879","-,889",15,",2121",7,7,1,1,1,1,1,1,395,28,2
"363",15200011,"-,7944",11,"16,25",2,",4601","-,618","-1,6437",8,"-,5683",7,7,1,1,1,1,1,1,395,28,2
"364",15200011,"-,6787",10,"15,33",2,"-,2006","1,5604","-,3306",9,",015",7,7,1,1,1,1,1,2,395,28,2
"365",15200011,"-,8871",11,"16,25",1,"-,61","1,5604","-,2511",6,"-1,5142",7,7,2,3,3,3,3,3,395,28,2
"366",15200011,"-,8704",10,"15,83",1,"1,3961","1,164","-,3306",9,"-,1668",7,7,1,1,1,2,1,1,395,28,2
"367",15200011,",4638",10,"16,17",1,"1,1359","2,2879","1,0991",5,"-,2738",7,7,1,3,1,1,1,1,395,28,2
"368",15200011,"-1,5982",10,"16",2,",9799","-1,4606","-,3306",10,"1,0374",7,7,2,2,2,2,2,2,395,28,2
"369",15200011,",6051",10,"15,42",1,"1,8543","-,9705","1,0991",6,",6252",7,7,1,1,9,1,1,1,395,28,2
"370",15200011,"-1,5008",9,"15,58",1,"-,5643","-,2882","-,3306",11,",6309",7,7,2,2,1,1,1,1,395,28,2
"371",15200011,"-,376",9,"16,17",2,"-,0495","-,2882","1,0991",8,"-,0981",7,7,1,1,1,1,1,1,395,28,2
"372",15200011,"-,1515",10,"16,08",2,"1,8543",",395","-1,5266",8,",8082",7,7,1,2,1,1,1,1,395,28,2
"373",15200012,"2,5915",9,"16",2,"1,3961",",5759","-1,3869",7,"-1,937",7,7,1,1,1,1,1,1,1057,38,2
"374",15200012,"2,5915",10,"16,08",2,"1,8543","2,2879","1,0991",11,"-3,2905",7,7,1,1,1,1,1,1,1057,38,2
"375",15200012,",6642",10,"15,42",2,"-,2803","-,2882","-,2511",8,"-,9523",7,7,1,1,1,1,1,1,1057,38,2
"376",15200012,",42",9,"16,25",2,"1,8543","-,9705","-,889",10,"-1,0455",7,7,2,2,1,1,1,1,1057,38,2
"377",15200012,",6642",10,"15,33",1,"-,2908","1,3264","1,0991",6,"-1,171",7,7,1,1,1,1,9,3,1057,38,2
"378",15200012,"2,5915",9,"16",1,"1,8543","2,2879","1,0991",9,"-1,06",7,7,1,1,1,1,1,1,1057,38,2
"379",15200012,"1,5043",10,"16,17",1,",4631","-,2882",",4662",6,"-,1793",7,7,1,1,2,1,1,1,1057,38,2
"380",15200012,",5423",9,"15,5",1,"1,1359","-,9124","1,0991",7,"-1,8018",7,7,1,1,1,1,2,2,1057,38,2
"381",15200012,"-,7911",10,"15,83",1,"-,4495","-1,2786","-1,092",12,"-1,3921",7,7,1,4,4,4,4,1,1057,38,2
"382",15200012,",6642",10,"15,42",1,",1225","-,4374","-1,9546",6,"-2,0362",7,7,1,1,1,1,1,1,1057,38,2
"383",15200012,",0406",10,"15,33",2,",645","1,3264","-3,0789",7,"-,4139",7,7,1,1,1,1,1,1,1057,38,2
"384",15200012,"-,3381",10,"15,5",2,"-,7662","-,2882","-,889",6,"-,5427",7,7,1,1,1,1,1,1,1057,38,2
"385",15200012,",0248",10,"16",2,"-1,511","-,7876",",4662",9,"-,0088",7,7,1,1,1,1,1,1,1057,38,2
"386",15200012,"-2,1165",10,"15,75",1,"1,8543","-1,4551","1,0991",8,"-1,3165",7,7,1,3,1,1,1,1,1057,38,2
"387",15200012,"-,5064",10,"15,58",1,"-,1651","-,9705","1,0991",14,",0532",7,7,1,1,1,1,1,1,1057,38,2
"388",15200012,"-,4838",10,"15,83",2,"-,2803","-,8088",",5658",6,"-2,1567",7,7,1,1,1,1,1,1,1057,38,2
"389",15200012,"-,3381",9,"15,5",2,",0078","-,7876","1,0991",11,"-1,3059",7,7,1,2,1,1,1,2,1057,38,2
"390",15200012,"-,873",9,"15,83",1,"-,4849","-,9705","-,8863",8,"-2,184",7,7,1,1,1,1,1,1,1057,38,2
"391",15200012,"-,3627",10,"15,67",2,",4631","-,2882","1,0991",7,",5217",7,7,1,1,1,1,1,1,1057,38,2
"392",15200012,",3968",10,"16,17",1,"-,1651","-,6592","-,889",7,"-2,1011",7,7,1,1,1,1,1,2,1057,38,2
"393",15200012,"-1,2807",10,"16",1,"1,8543",",4252",",025",12,"-,7795",7,7,1,1,1,1,1,1,1057,38,2
"394",15200012,"2,5915",9,"16,17",2,",8101",",5218","-3,0789",6,"-1,184",7,7,1,1,1,1,1,1,1057,38,2
"395",15200012,"-1,1955",9,"15,58",1,"-,5364","-,2882","-2,254",16,"-,8444",7,7,1,1,1,1,1,1,1057,38,2
"396",15200012,",9646",10,"15,83",1,",9799",",3177",",3838",9,"-1,8863",7,7,1,1,1,1,1,1,1057,38,2
"397",15200012,"-3,1297",9,"15,33",1,",959","-,2882","1,0991",12,"-1,705",7,7,1,1,1,1,1,1,1057,38,2
"398",15200012,"-,3381",11,"16,25",2,"-,2803","-,2882","-,889",9,"-1,0655",7,7,1,1,1,1,1,1,1057,38,2
"399",15200012,",2669",9,"15,75",1,",9799",",5759","-,889",13," ",7,7,1,1,1,1,1,1,1057,38,2
"400",15200012,",0248",10,"15,58",2,",5232","-,2882","1,0991",7,",454",7,7,1,1,1,1,1,1,1057,38,2
"401",15200012,",2947",9,"15,75",2,"-,0495","-,2882",",3669",9,"-1,3179",7,7,1,1,2,1,1,1,1057,38,2
"402",15200012,"-,1314",10,"15,5",1,",2335","-1,198",",3838",9,"-2,1713",7,7,1,1,1,1,1,2,1057,38,2
"403",15200012,",0422",10,"16",1,"1,1359",",395","-3,0789",5,"-1,761",7,7,9,1,1,1,1,1,1057,38,2
"404",15200012,",6642",10,"16,17",1,"-,2908","-,9705","1,0991",7,"-2,7463",7,7,1,1,1,1,1,1,1057,38,2
"405",15200012,"-,0621",10,"15,92",2,"1,8543","-,2882","1,0991",9,"-1,1857",7,7,1,1,1,1,1,1,1057,38,2
"406",15200012,"2,5915",9,"15,33",2,",8101","-,2882","-,3306",9,"-1,2007",7,7,1,1,1,1,1,1,1057,38,2
"407",15200012,"2,5915",10,"16,08",2,"-,7906","-,6323",",1004",15,"-,1598",7,7,1,4,1,4,4,1,1057,38,2
"408",15200012,"-,9306",10,"15,5",1,"-,1651","-,8088","-,889",12,",4364",7,7,2,3,1,1,1,1,1057,38,2
"409",15200012,"-,3381",10,"15,75",1,"-,2803","-,2882","-1,6136",10,"-1,2158",7,7,1,1,1,1,1,1,1057,38,2
"410",15200012,"-,9585",9,"16,17",1,"1,8543",",9455","-,2511",7,"-2,4564",7,7,3,2,2,1,2,3,1057,38,2
"411",15200012,",9357",10,"16,17",2,",8101",",5759","-,889",6,"-1,1572",7,7,1,1,1,1,1,1,1057,38,2
"412",15200012,",6642",10,"15,67",1,"-,1651",",5759","-,889",6,"-,8016",7,7,1,1,1,1,1,1,1057,38,2
"413",15200013,"-,598",10,"16,17",2,"1,8543",",5759","1,0991",10,"1,0514",7,7,1,1,1,1,1,1,950,28,2
"414",15200013,"1,0269",10,"16,08",1,",6611","-,2882","-,2495",17,",0798",7,7,1,1,1,1,1,1,950,28,2
"415",15200013,"-,5523",10,"15,83",2,"-,756",",5497","1,0991",9,",2845",7,7,1,1,1,1,1,1,950,28,2
"416",15200013,"-,3381",10,"15,67",1,"1,8543","-,2882",",0264",6,",7365",7,7,1,1,1,1,1,1,950,28,2
"417",15200013,"-,2588",10,"15,5",2,",5387",",5759","1,0991",9,"1,2919",7,7,1,2,1,1,1,1,950,28,2
"418",15200013,"-,3381",10,"16",1,",8101","1,5604","1,0991",6,"-,5281",7,7,1,1,1,1,1,1,950,28,2
"419",15200013,",0248",10,"15,5",1,"1,8543","1,5604",",0264",6,"1,1263",7,7,1,1,1,1,1,2,950,28,2
"420",15200013,"-,9281",10,"16,25",2,",9799","2,2879",",0264",13,"1,1142",7,7,2,3,1,1,1,1,950,28,2
"421",15200013,",6642",10,"16",2,",8101","1,0205","1,0991",6,"-,8432",7,7,1,1,1,1,1,1,950,28,2
"422",15200013,"-,0715",10,"15,75",1,"-1,8878","1,164","1,0991",6,"-,1256",7,7,1,1,1,1,1,1,950,28,2
"423",15200013,"-2,0732",10,"16,08",1,",9799","2,2879","1,0991",10,"-,7872",7,7,1,1,1,1,1,1,950,28,2
"424",15200013,"-1,088",10,"15,58",1,"-1,1296","-,6455","-,889",14,"-,0169",7,7,2,1,1,1,1,2,950,28,2
"425",15200013,",3171",10,"16,08",1,",8101","1,0425",",3821",6,"-,041",7,7,1,1,1,1,1,1,950,28,2
"426",15200013,"-,5776",9,"15,58",1,"-,1651","-,3352","-,889",13,",1426",7,7,1,1,1,1,1,1,950,28,2
"427",15200013,",2669",10,"16,08",2,"1,8543","2,2879","-,2495",14,"-,5713",7,7,1,3,3,3,1,1,950,28,2
"428",15200013,"1,398",10,"15,42",2,"1,1359",",9675","1,0991",10,",2549",7,7,1,1,1,1,1,1,950,28,2
"429",15200013,",3171",9,"16,08",1,"1,8543","-,9705","1,0991",8,"-,9032",7,7,1,1,1,1,1,1,950,28,2
"430",15200013,"-,343",10,"16",2,"1,8543",",4252",",5658",6,"-,3565",7,7,1,1,1,1,1,1,950,28,2
"431",15200013,",4438",10,"15,92",2,",4631","-,2882","1,0991",6,",538",7,7,1,1,1,1,1,1,950,28,2
"432",15200013,"-,6981",10,"15,92",1,",4601",",4252","-,889",8,"-,0647",7,7,2,1,1,1,1,1,950,28,2
"433",15200013,",1802",10,"15,67",2,",9799","-,1128","-,3289",12,"-,1912",7,7,2,2,1,3,1,3,950,28,2
"434",15200013,"-,1266",9,"15,58",1,",8101","-,3954",",1018",7,"-,0804",7,7,3,4,3,1,2,4,950,28,2
"435",15200013,"-,8883",10,"15,67",1,"1,3961","1,0205","1,0991",12,"-,5916",7,7,2,2,1,1,1,1,950,28,2
"436",15200013,"-,0423",9,"16",2,",8598","-,2882","1,0991",12,",0786",7,7,3,3,1,3,1,1,950,28,2
"437",15200013,"-1,6857",10,"15,67",1,"-,3396",",9455","-1,7562",8,"-,4729",7,7,3,4,2,1,2,4,950,28,2
"438",15200013,",5643",10,"15,83",2,"-,4495","-1,1533","-,889",17,"-,6756",7,7,3,3,1,1,1,2,950,28,2
"439",15200013,"1,398",10,"15,92",2,"1,8543","-,2882","1,0991",99,"-,0094",7,7,1,1,2,1,2,1,950,28,2
"440",15200013,",1308",10,"16,25",1,"1,8543","1,3264","1,0991",6,"-,4882",7,7,1,1,1,1,1,1,950,28,2
"441",15200013,",9357",10,"15,75",2,",9799","1,4116","1,0991",6,"-,9245",7,7,1,1,1,1,1,1,950,28,2
"442",15200013,"1,0269",10,"15,58",2,",5242","-,2882","1,0991",10,"-1,2375",7,7,2,1,1,1,1,1,950,28,2
"443",15200013,",1674",10,"15,75",1,"1,8543","-,9705","1,0991",6,"-,724",7,7,1,1,1,1,1,1,950,28,2
"444",15200013,"-1,0199",11,"16,33",1,"-,2803",",0647","-,2511",6,"-1,1444",7,7,1,1,1,1,1,1,950,28,2
"445",15200013,",0573",10,"16,17",1,"1,8543","2,2879","-3,0789",9,"-,4865",7,7,1,1,1,1,1,1,950,28,2
"446",15200013,"-1,3694",10,"15,5",1,"1,0385",",0647",",5658",9,",1757",7,7,1,4,1,2,2,2,950,28,2
"447",15200013,",9357",9,"16,33",2,",1792",",5759","1,0991",17,"-,6392",7,7,2,3,1,1,1,4,950,28,2
"448",15200013,"-,3381",10,"16",2,",592",",395",",5658",10,",6782",7,7,1,1,1,1,1,1,950,28,2
"449",15200013,"-,2117",8,"15,75",1,",2861",",8242","-,2495",15,"-1,196",7,7,1,1,1,2,1,1,950,28,2
"450",15200014,"-,6334",8,"15,92",1,",1717","-1,198","-1,9546",10,"-1,2041",7,7,1,1,1,2,1,2,99999999,99,9
"451",15200014,"99",9,"15,42",2,"-1,4159","99","-1,6136",99,"-1,1258",7,7,9,9,9,9,9,9,99999999,99,9
