"","CNTSCHID","BELONG","ST001D01T","AGE","ST004D01T","MOTIVAT","COOPERATE","EMOSUPS","unfairteacher","ESCS","ST038Q01NA","ST038Q02NA","ST038Q03NA","ST038Q04NA","ST038Q05NA","ST038Q06NA","ST038Q07NA","ST038Q08NA","SCHSIZE","CLSIZE","SCHLTYPE"
"3446",15200109,",6241",10,"16,08",1,",4631","1,164","1,0991",6,",6562",7,7,1,1,1,1,1,1,2210,33,2
"3447",15200109,",1643",10,"15,42",2,"-,0495","-,9867","-,7498",11,",9534",7,7,1,2,1,1,1,3,2210,33,2
"3448",15200109,",412",10,"15,92",1,",1717",",395",",3838",6,",1271",7,7,1,1,1,1,1,1,2210,33,2
"3449",15200109,",6642",10,"16,08",1,",4631","-,2882",",1018",17,"-,1176",7,7,1,1,1,1,1,1,2210,33,2
"3450",15200109,"-,604",9,"15,42",1,",1717","-,8088","-1,8857",11,",8485",7,7,2,2,2,2,1,3,2210,33,2
"3451",15200109,"-1,131",10,"15,58",2,"-1,7727","-1,2786","-,889",9,",3188",7,7,3,4,4,1,1,1,2210,33,2
"3452",15200109,"-,3381",9,"15,83",2,"-,2803","1,5604","1,0991",7,"1,2659",7,7,1,4,1,1,1,1,2210,33,2
"3453",15200109,"-,798",10,"15,83",1,"99","-1,1938","-,2392",9,",2216",7,7,4,4,1,1,1,1,2210,33,2
"3454",15200109,"-,1491",10,"16,17",1,"-1,5087","1,2278",",5658",10,",8737",7,7,1,1,1,2,1,2,2210,33,2
"3455",15200109,"-,4838",10,"16,17",1,",4631",",395","-,4263",19,"-,0686",7,7,2,2,2,2,2,3,2210,33,2
"3456",15200109,",5423",10,"15,5",2,",4631","-,2882","1,0991",13,"-,0498",7,7,1,2,1,1,1,2,2210,33,2
"3457",15200109,",1414",9,"15,83",2,"-,9108","-1,0775","-1,828",10,",8046",7,7,1,2,1,1,1,1,2210,33,2
"3458",15200109,",6642",9,"15,33",2,",1111","-,2882",",1018",6,",4078",7,7,1,1,1,1,1,1,2210,33,2
"3459",15200109,",0575",9,"15,5",1,"1,3961",",395",",4662",7,",1409",7,7,1,2,1,1,1,1,2210,33,2
"3460",15200109,",9646",10,"15,58",2,",5387","2,2879","-3,0789",7,"1,2776",7,7,1,1,1,1,1,1,2210,33,2
"3461",15200109,"-,3897",10,"16,25",2,",2937","-,2882","-1,3912",8,",9378",7,7,4,4,2,4,4,4,2210,33,2
"3462",15200109,",2947",10,"15,92",2,",9799","-,2882","1,0991",7,",6333",7,7,1,1,1,1,1,1,2210,33,2
"3463",15200109,"-,082",9,"15,42",2,"-1,0795",",9675",",1004",10,",7476",7,7,1,1,1,1,2,1,2210,33,2
"3464",15200109,",4451",8,"15,58",2,",1111","-1,2109","-,3306",10,",8577",7,7,1,1,1,1,1,1,2210,33,2
"3465",15200109,",412",10,"15,92",2,",8101",",9455","1,0991",7,",6027",7,7,1,1,1,2,1,2,2210,33,2
"3466",15200109,",1985",10,"15,42",2,",8101","-,9705","1,0991",12,",8245",7,7,1,2,1,1,1,1,2210,33,2
"3467",15200109,"-1,1016",10,"16",1,",4239","1,3264",",5658",7,"1,1282",7,7,3,3,1,1,1,1,2210,33,2
"3468",15200109,",4033",10,"16",2,",5952","1,3264","-1,0226",11,"1,1669",7,7,2,2,1,1,1,1,2210,33,2
"3469",15200109,",6642",9,"15,5",1,"-,7662","-,3266","1,0991",6,"-,0794",7,7,2,2,1,1,1,2,2210,33,2
"3470",15200109,"-1,1407",10,"16",2,",6611","-1,5859","-1,1872",11,"-,9132",7,7,1,3,1,1,3,1,2210,33,2
"3471",15200109,",412",10,"16,08",1,"-,8871",",8242",",1711",7,"-,6917",7,7,1,1,1,1,1,1,2210,33,2
"3472",15200109,"1,0269",10,"16",1,",4239",",9675",",0264",8,"1,0936",7,7,1,1,1,1,1,2,2210,33,2
"3473",15200109,",9357",11,"16,25",2,"1,8543",",395","-3,0789",10,",5463",7,7,2,2,1,1,2,2,2210,33,2
"3474",15200109,",4438",10,"15,75",2,",5952",",5759","-,3306",11,"-,1079",7,7,1,1,1,1,1,1,2210,33,2
"3475",15200109,"-,2109",10,"16",2,",9799","-,7876","1,0991",9,"-,6994",7,7,1,1,1,1,1,1,2210,33,2
"3476",15200109,",3171",10,"16,25",2,",9799",",9675","1,0991",10,",9096",7,7,1,2,1,1,1,1,2210,33,2
"3477",15200109,",6642",10,"15,42",1,",4631","-,6455","1,0991",6,",5974",7,7,1,1,1,1,1,1,2210,33,2
"3478",15200109,",2947",10,"15,67",2,",8598","-,2882",",5658",6,",1336",7,7,1,1,1,1,1,1,2210,33,2
"3479",15200109,"-1,1407",9,"15,83",1,",4631",",4252","1,0991",8,",7667",7,7,1,1,1,1,1,1,2210,33,2
"3480",15200109,"1,398",10,"16,25",1,",8101",",395","1,0991",9,",8953",7,7,1,1,1,1,1,1,2210,33,2
"3481",15200109,"1,5043",10,"15,42",2,",1111",",4252","1,0991",7,",6147",7,7,1,1,1,1,1,1,2210,33,2
"3482",15200109,"-1,1638",10,"15,83",1,",4094",",395","-,4244",13,"-,0638",7,7,1,2,1,1,1,1,2210,33,2
"3483",15200109,"-,0099",10,"16,17",1,",8598",",9455",",3821",13,",2387",7,7,4,4,4,1,3,2,2210,33,2
"3484",15200109,"-,6938",9,"15,33",2,",8101","-,618",",0264",10,"-,1989",7,7,1,1,1,1,1,2,2210,33,2
"3485",15200109,"-1,5888",10,"16,17",1,"1,8543","1,5899","-,3389",12,"1,3796",7,7,2,2,1,1,1,2,2210,33,2
"3486",15200109,"-,3381",9,"15,58",2,",1218","-1,5318","-,889",17,",5519",7,7,2,1,1,1,1,1,2210,33,2
"3487",15200110,"2,5915",10,"16",1,",6611",",395","1,0991",6,"-,5338",7,7,1,1,1,1,1,1,767,33,3
"3488",15200110,"99",9,"16,08",1,"99","99","-1,5733",99,"-,3191",7,7,9,9,9,9,9,9,767,33,3
"3489",15200110,",6642",10,"16,08",1,"-,9854","-,2882","-1,828",6,"-,6654",7,7,1,1,1,1,1,1,767,33,3
"3490",15200110,",0248",10,"16,08",1,",8101",",4252","1,0991",8,"-,6561",7,7,1,1,1,1,1,2,767,33,3
"3491",15200110,",6443",10,"15,67",1,",1246",",4252","-,0436",6,"-,4193",7,7,1,1,1,1,1,1,767,33,3
"3492",15200110,"1,0269",10,"15,92",2,",8101","-,2882","1,0991",11,"-,7829",7,7,1,1,1,1,1,1,767,33,3
"3493",15200110,",3171",10,"15,75",2,",6611","-,2882","-1,0115",9,"-2,0447",7,7,1,2,1,1,1,1,767,33,3
"3494",15200110,"1,5043",10,"15,92",2,",9799","1,4116","1,0991",7,"-,9002",7,7,1,2,1,1,1,1,767,33,3
"3495",15200110,",6642",10,"15,67",1,"-,1081",",5759","1,0991",6,"-3,1346",7,7,1,1,1,1,1,1,767,33,3
"3496",15200110,",6642",10,"16",1,"-,3954","1,5604","1,0991",8,"-,7041",7,7,2,2,1,1,1,1,767,33,3
"3497",15200110,"-,5755",9,"15,5",1,"-1,822","1,3264","-,4244",16,"-1,0178",7,7,1,1,9,1,1,2,767,33,3
"3498",15200110,",3171",10,"15,33",2,",4631","-,9705","-,2495",10,"-,0532",7,7,1,1,1,1,1,1,767,33,3
"3499",15200110,",0126",10,"16,08",1,"-1,24",",6615","1,0991",6,"-2,1754",7,7,1,1,1,1,1,1,767,33,3
"3500",15200110,"-,4838",10,"15,42",1,",7463","-,2882","-,889",6,"-,2741",7,7,1,1,1,1,1,1,767,33,3
"3501",15200110,"-,9107",10,"15,75",2,"-,2111",",395","-1,828",8,"-,4791",7,7,1,2,1,1,1,4,767,33,3
"3502",15200110,",6642",9,"15,58",1,"-,8771",",5759",",5658",6,"-1,6576",7,7,1,1,1,1,1,1,767,33,3
"3503",15200110,"-1,5718",10,"15,58",2,"-,0413",",9675","-,2511",9,"-,8599",7,7,1,2,2,1,1,1,767,33,3
"3504",15200110,",7701",10,"15,33",1,"1,3961","1,3264","-,3306",8,"-1,5165",7,7,1,1,1,1,1,2,767,33,3
"3505",15200110,"-1,3068",10,"15,67",1,"-,2908","-,7876","-,889",14,"-,0886",7,7,3,3,1,1,1,3,767,33,3
"3506",15200110,"-,3381",10,"16",1,",3377","-,9705","1,0991",6,"-1,2586",7,7,1,1,1,1,1,1,767,33,3
"3507",15200110,"-,1515",10,"15,83",2,"-,3158","-,2882",",1711",11,"-,5286",7,7,1,1,3,1,1,4,767,33,3
"3508",15200110,",0248",10,"16,25",1,"1,1359","-,3954","1,0991",6,"-,3088",7,7,2,1,2,1,2,1,767,33,3
"3509",15200110,"1,5043",11,"16,25",1,"1,8543","1,5604","1,0991",9,"-,1227",7,7,1,1,1,1,1,1,767,33,3
"3510",15200110,"-,7346",10,"16,17",2,"-1,4159","-,9705","-,4263",9,"-1,062",7,7,2,2,1,1,1,1,767,33,3
"3511",15200110,"-,1314",9,"15,75",1,",2861","2,2879",",3821",10,"-1,3871",7,7,1,2,1,1,1,1,767,33,3
"3512",15200110,"-,3381",10,"15,92",1,"-1,4159","-,2882","-1,5266",6,"-1,0965",7,7,1,1,1,1,1,1,767,33,3
"3513",15200110,"-,3381",10,"16,25",1,"-1,1822","-,2882","-1,8857",8,"-,9152",7,7,2,1,1,2,1,1,767,33,3
"3514",15200110,",5943",9,"15,33",2,",4094",",8242","-,2495",19,",4158",7,7,1,2,1,2,1,1,767,33,3
"3515",15200110,",6642",9,"16,25",1,",1097",",9455","-1,0138",10,"-1,425",7,7,1,2,1,1,1,1,767,33,3
"3516",15200110,",6642",10,"15,92",1,"1,3961",",9675","1,0991",10,"-,5969",7,7,1,1,2,1,2,1,767,33,3
"3517",15200110,"-,1662",10,"15,33",2,",705","-,2882",",1711",8,"-,5854",7,7,1,1,1,1,1,1,767,33,3
"3518",15200110,"-,7862",10,"16",1,"-,1651","1,5604","-,889",7,"-1,0933",7,7,2,1,1,1,2,1,767,33,3
"3519",15200110,"-,707",10,"15,67",1,",4631",",395","-,2511",8,"-,4741",7,7,1,1,1,1,1,1,767,33,3
"3520",15200110,"-,6925",9,"15,92",1,"-,2111","-,618",",1018",15,"-,329",7,7,1,1,1,1,1,1,767,33,3
"3521",15200110,"-,8219",9,"16",2,",2937",",9455",",0264",6,",5668",7,7,1,1,1,1,1,1,767,33,3
"3522",15200110,"-1,0199",9,"15,33",1,"-,4414",",8242","-2,1172",6,"-2,0414",7,7,1,2,1,1,1,2,767,33,3
"3523",15200110,"-,6819",9,"15,67",2,"-,5996","-,0077","1,0991",6,"-,2686",7,7,1,1,1,1,1,3,767,33,3
"3524",15200110,",4906",10,"15,67",1,"1,8543",",8242","1,0991",6,"-,9867",7,7,1,1,1,1,1,1,767,33,3
"3525",15200111,"1,5043",8,"15,92",2,",9799","-,2882",",5658",6,"-2,2501",7,7,1,1,1,1,1,1,156,18,3
"3526",15200112,"1,5611",10,"16,08",2,"1,8543","-1,58","1,0991",16,",0426",7,7,1,2,1,3,2,4,480,33,3
"3527",15200112,"-,4089",10,"15,33",1,",4485",",9675",",5658",6,",0577",7,7,2,1,1,2,1,2,480,33,3
"3528",15200112,",0248",10,"15,42",1,"1,8543","2,2879","-,3306",12,",0692",7,7,1,1,1,1,1,1,480,33,3
"3529",15200112,"-,8144",10,"15,58",1,"-,7662",",6615","-1,6144",6,"-,3399",7,7,1,1,1,1,1,1,480,33,3
"3530",15200112,",6642",10,"15,58",2,"-,4849","-,2882","-3,0789",9,"-,3877",7,7,1,1,1,1,1,1,480,33,3
"3531",15200112,",9357",10,"15,83",2,"-,4849","1,4116",",5658",9,"-1,0709",7,7,1,2,1,1,1,2,480,33,3
"3532",15200112,"2,5915",10,"15,92",1,"1,8543","-,6455",",1018",12,"-,855",7,7,1,1,1,1,1,1,480,33,3
"3533",15200112,"-2,0945",10,"16,17",2,",3377",",395","-,889",7,",2019",7,7,1,1,1,1,1,1,480,33,3
"3534",15200112,"-,3381",10,"16,17",2,"-,1666","-,2882","1,0991",6,",0714",7,7,1,1,1,1,1,1,480,33,3
"3535",15200112,"-1,2831",10,"15,33",1,"-,5996","1,1414","-1,6144",7,",8716",7,7,4,4,1,1,1,3,480,33,3
"3536",15200112,"-,378",9,"15,5",1,"1,8543","2,2879","1,0991",24,",9148",7,7,1,1,1,1,1,1,480,33,3
"3537",15200112,"-,9172",9,"16,17",2,"-,0056","1,5604","-,4263",11,",5008",7,7,1,1,1,1,1,2,480,33,3
"3538",15200112,",0248",10,"15,67",2,",2296","-,954",",4662",10,"1,1276",7,7,1,2,1,1,1,2,480,33,3
"3539",15200112,",5423",10,"16,08",1,"-1,6359","-,9705",",5658",10,"-1,5106",7,7,1,1,1,1,1,1,480,33,3
"3540",15200112,"-1,8419",10,"15,92",2,"1,8543","1,4116","1,0991",11,",8811",7,7,1,1,1,1,1,1,480,33,3
"3541",15200112,"2,5915",10,"15,58",1,"-1,9188","-3,332","-,889",7,",0712",7,7,1,2,1,1,2,2,480,33,3
"3542",15200112,"-,4838",10,"15,42",2,"-,4849","-,2882","-,889",8,"-,3864",7,7,1,1,1,1,1,2,480,33,3
"3543",15200112,"-,3381",10,"15,75",1,"-1,0795","-,2882","-,889",6,"-,2393",7,7,1,1,1,1,1,1,480,33,3
"3544",15200112,"99",9,"16,08",2,"99","99","99",99,"-1,3932",7,7,9,9,9,9,9,9,480,33,3
"3545",15200112,"-,3895",10,"16",1,"1,8543",",9675","1,0991",6,"-,649",7,7,1,1,1,1,1,1,480,33,3
"3546",15200112,"-,3381",10,"15,67",1,"-,7791",",9675",",1018",6,",1481",7,7,1,1,1,1,1,1,480,33,3
"3547",15200112,"-,4838",10,"15,58",1,"-,8771","-,9705","1,0991",6,"-,3372",7,7,3,1,1,1,1,3,480,33,3
"3548",15200112,"-,169",10,"15,75",2,"1,8543","2,2879","-3,0789",6,"0",7,7,1,2,3,1,1,1,480,33,3
"3549",15200112,",3171",10,"16,17",2,"-1,231","-1,5318","-,889",8,"-,8924",7,7,1,1,1,1,1,1,480,33,3
"3550",15200112,"-,3973",9,"15,58",1,",4723","2,2879","1,0991",8,",4805",7,7,1,1,1,2,1,3,480,33,3
"3551",15200112,"-,9832",10,"15,92",2,",2861","-,9705","-,889",12,",9322",7,7,4,4,1,1,4,2,480,33,3
"3552",15200112,"2,5915",10,"16,08",2,",6611","1,164","1,0991",6,",5837",7,7,1,1,1,1,1,1,480,33,3
"3553",15200112,",4574",10,"15,67",2,"1,3961","-,9705","1,0991",7,",145",7,7,1,1,1,1,1,1,480,33,3
"3554",15200112,"-3,1297",10,"15,5",2,",2405",",9455","-,2495",13,"-1,0603",7,7,1,1,1,1,1,1,480,33,3
"3555",15200112,"2,5915",10,"15,58",2,",5952","1,4116","1,0991",9,"-,1873",7,7,1,2,1,1,1,1,480,33,3
"3556",15200112,"2,5915",10,"16,08",1,"1,8543","2,2879","1,0991",6,",8892",7,7,1,1,1,1,1,1,480,33,3
"3557",15200112,",6642",10,"16,08",1,"-,7662","-1,0629","1,0991",6,"-1,6772",7,7,1,1,1,1,1,1,480,33,3
"3558",15200112,"-,1613",10,"15,42",2,",1218","-,9124","-,889",9,",1757",7,7,1,1,1,1,1,1,480,33,3
"3559",15200112,",3171",10,"16,17",2,",4631",",4252","1,0991",6,"-,2657",7,7,1,1,1,1,1,1,480,33,3
"3560",15200112,"-,7896",10,"15,58",1,",5242","2,2879",",4662",11,"-,4536",7,7,1,1,1,1,1,1,480,33,3
"3561",15200112,"-,7378",10,"15,83",2,"-1,0286","1,4116","1,0991",12,"1,4066",7,7,1,1,1,1,1,1,480,33,3
"3562",15200112,"-,3381",10,"15,75",1,",1717",",395","-1,3298",8,"-,7846",7,7,1,1,1,1,1,1,480,33,3
"3563",15200112,",4906",10,"16,08",1,"-,5643","-1,5094","1,0991",6,"-,1454",7,7,1,1,1,1,1,1,480,33,3
"3564",15200113,"-,1735",10,"16,25",1,"1,1359","1,5899","1,0991",8,"-1,1313",7,7,2,3,2,1,2,3,1087,33,3
"3565",15200113,"-1,0113",10,"15,92",2,"-1,1798","-1,0245","-,0436",10,",3752",7,7,2,4,1,1,1,3,1087,33,3
"3566",15200113,"2,5915",10,"16,17",2,"1,8543","1,5899","1,0991",12,"-,5341",7,7,1,1,1,1,1,1,1087,33,3
"3567",15200113,"-,6138",10,"15,42",2,",8101","-,9705",",1711",14,"-,3262",7,7,3,3,3,1,1,3,1087,33,3
"3568",15200113,"-,9278",9,"15,83",2,"-2,395","-2,1823","-3,0789",6,"-4,099",7,7,1,1,1,1,1,1,1087,33,3
"3569",15200113,",0227",10,"16",1,",4125","-,2882","-1,2575",14,"-,4866",7,7,1,1,1,1,3,3,1087,33,3
"3570",15200113,",1516",10,"15,33",1,",4748","-,9705",",3838",7,",8016",7,7,1,1,1,9,9,1,1087,33,3
"3571",15200113,",0248",9,"15,5",2,"-,5996",",7345","-,3306",7,"-,967",7,7,2,1,1,1,1,1,1087,33,3
"3572",15200113,"-1,3542",10,"15,67",2,"-,4495","-,2882","-,889",8,"-1,1209",7,7,1,1,1,1,1,1,1087,33,3
"3573",15200113,"-,3381",10,"15,42",1,"1,8543",",9455","-1,6152",12,"-,2263",7,7,1,1,1,1,1,1,1087,33,3
"3574",15200113,",0951",10,"15,75",2,",4631","1,164","1,0991",17,"-1,3649",7,7,1,1,1,1,1,1,1087,33,3
"3575",15200113,"-,3381",10,"16,33",2,",9799","-,2882","1,0991",10,"-,7768",7,7,1,1,1,1,1,1,1087,33,3
"3576",15200113,"-,3895",10,"16,33",1,",1582","-,2882","1,0991",7,"-2,8478",7,7,2,2,2,2,1,3,1087,33,3
"3577",15200113,"-,3381",9,"16",2,",4631","-,9705","-1,2602",12,"-2,4877",7,7,2,2,2,1,2,2,1087,33,3
"3578",15200113,"-,5064",9,"15,67",1,",4631","-,2882","-1,3298",9,"-,297",7,7,1,1,1,1,1,1,1087,33,3
"3579",15200113,"-,6837",10,"15,83",2,"-,1651","-,2882","-1,5266",5,"-1,4835",7,7,1,1,1,1,1,1,1087,33,3
"3580",15200113,"-1,1407",10,"16",2,",5387","-,9705","-1,6136",14,"-1,4087",7,7,1,3,1,2,2,1,1087,33,3
"3581",15200113,"-1,4214",9,"15,83",1,"-,1673",",9455",",1004",8,"-2,0277",7,7,1,1,1,1,1,1,1087,33,3
"3582",15200113,"-1,7319",10,"15,75",1,"-1,2707","-1,2786","-1,6532",6,",4912",7,7,1,1,1,1,1,2,1087,33,3
"3583",15200113,"-,6334",10,"16",1,",075","-,2882","1,0991",11,"-,3875",7,7,1,2,2,1,1,2,1087,33,3
"3584",15200113,"99",9,"15,33",1,"99","99","99",99," ",7,7,9,9,9,9,9,9,1087,33,3
"3585",15200113,"-,7862",9,"15,5",1,"-1,1822","-,2882","-,2511",6,"-1,4776",7,7,1,1,1,1,1,1,1087,33,3
"3586",15200113,"-,3381",10,"15,75",1,"-1,0915","-,2882","1,0991",6,"-,1169",7,7,1,2,1,1,1,1,1087,33,3
"3587",15200113,"-1,8419",11,"16,33",1,"-,9976","-,2882","-,889",6,"-,1359",7,7,1,1,1,1,1,1,1087,33,3
"3588",15200113,"-,3381",10,"15,5",1,",1582","-,2882","-,889",16,"-1,8825",7,7,3,3,1,3,3,3,1087,33,3
"3589",15200113,"-,358",9,"15,33",2,"1,3961","-1,4606","1,0991",7,"-2,0576",7,7,1,1,1,1,1,2,1087,33,3
"3590",15200113,",0248",10,"16",2,",2405",",8242",",1004",10,"-,5615",7,7,1,1,1,1,3,2,1087,33,3
"3591",15200113,"-,3381",9,"15,75",2,"-,0495","-,8088","1,0991",11,"-1,2",7,7,1,2,1,1,1,1,1087,33,3
"3592",15200113,"-,5174",9,"16,08",2,"-,0056","-,9705","-,3306",8,"-1,0793",7,7,2,1,1,1,1,1,1087,33,3
"3593",15200113,",3645",9,"16,08",2,"-2,0226",",3792","-,889",12,"-1,6447",7,7,1,1,1,1,1,1,1087,33,3
"3594",15200113,"-,3381",11,"16,33",2,"-,1651","-,2882","1,0991",11,"-,9123",7,7,2,2,2,2,2,2,1087,33,3
"3595",15200113,",3171",10,"15,5",2,"-,2111","-1,2109","1,0991",9,"-,5221",7,7,1,1,1,1,1,1,1087,33,3
"3596",15200113,"-,4725",10,"15,5",1,"-,5996","-,2882","-,889",6,",8248",7,7,1,1,1,1,1,1,1087,33,3
"3597",15200113,"-1,5827",10,"15,5",2,"-,1519","-1,3995",",1004",8,"-,5025",7,7,3,2,2,3,1,1,1087,33,3
"3598",15200113,"-,6056",9,"15,92",1,"-3,0877",",9675","1,0991",16,"-3,6069",7,7,1,1,1,1,1,1,1087,33,3
"3599",15200113,"2,5915",10,"16,33",1,"-,1446","-1,5375",",4253",10,"-1,0271",7,7,3,3,1,2,3,1,1087,33,3
"3600",15200113,"-,3381",10,"16,25",2,"-,1651","-,9705","-,889",12,"-2,3849",7,7,1,1,1,1,1,1,1087,33,3
"3601",15200113,"-,702",9,"15,33",1,"-,3263","-1,3606","-,6116",9,"-1,4905",7,7,1,1,1,1,1,1,1087,33,3
"3602",15200114,"-,3381",10,"15,67",1,"-,2908","-1,0775","-,6092",10,"1,2437",7,7,1,1,1,1,1,1,850,23,9
"3603",15200114,",1258",10,"15,58",1,",4631","1,0425","1,0991",7,",8649",7,7,1,1,1,1,1,1,850,23,9
"3604",15200114,",2947",10,"15,58",2,",4239",",5759","-,4263",7,",2321",7,7,1,1,1,1,1,1,850,23,9
"3605",15200114,"-,4838",10,"15,67",1,",9799","-,8088","1,0991",7,",9951",7,7,1,2,1,1,1,2,850,23,9
"3606",15200114,"2,5915",10,"15,5",1,",9799","-,2882",",3838",12,"1,3072",7,7,1,1,1,1,1,2,850,23,9
"3607",15200114,"-,3381",10,"15,67",1,",4631",",4252","1,0991",8,",9393",7,7,1,1,1,1,1,2,850,23,9
"3608",15200114,"-,3381",9,"15,33",2,",4631","-,3136",",1018",6,"1,3724",7,7,1,1,1,1,1,1,850,23,9
"3609",15200114,"-,3381",10,"15,33",1,"1,3961","-,2882","-1,388",12,",9136",7,7,1,1,1,1,1,2,850,23,9
"3610",15200114,"1,5043",10,"15,42",1,",1111","1,5604","1,0991",6,",8248",7,7,1,1,1,1,1,1,850,23,9
"3611",15200114,"-1,3255",10,"15,58",1,"1,8543","-,5121","1,0991",11,"1,3402",7,7,9,9,9,9,9,9,850,23,9
"3612",15200114,",0698",10,"15,42",1,"1,8543","-,5121","1,0991",15,"1,2302",7,7,1,1,1,1,1,1,850,23,9
"3613",15200114,"-,3895",9,"15,33",2,",2168","-1,0775",",4662",7,"1,5287",7,7,1,1,1,1,1,1,850,23,9
"3614",15200114,",3812",10,"15,67",2,"1,8543","-,2882","-,889",8,"1,2835",7,7,1,1,1,1,1,1,850,23,9
"3615",15200114,",2947",10,"15,67",1,"-,3927","1,5899","-1,388",9,"1,074",7,7,1,2,1,2,2,2,850,23,9
"3616",15200115,",9357",10,"15,42",1,",5242","1,4116","1,0991",8,",1516",7,7,1,1,1,1,1,1,1081,38,2
"3617",15200115,"-,5064",10,"15,33",1,",2405","-1,4719","-,889",6,"-,9345",7,7,1,1,1,1,1,1,1081,38,2
"3618",15200115,"-,0621",10,"16,08",1,"-,5969","1,5899",",1711",8,",5967",7,7,1,2,1,1,1,2,1081,38,2
"3619",15200115,"-,3381",10,"15,75",1,",3377","1,5899","-,889",6,",7007",7,7,1,1,1,1,1,1,1081,38,2
"3620",15200115,"-2,4078",10,"15,67",1,"-,4718","1,5899","1,0991",10,"-,2153",7,7,1,1,2,1,1,1,1081,38,2
"3621",15200115,",9646",10,"15,83",1,"1,8543","1,5604","1,0991",9,"-,0495",7,7,1,1,1,1,1,1,1081,38,2
"3622",15200115,"-,3381",10,"16,17",1,"-3,0877","-,2882","-,2495",8,",3469",7,7,1,2,1,1,1,1,1081,38,2
"3623",15200115,"-,0621",8,"15,75",1,",959","1,3264","1,0991",6,"-,9798",7,7,2,2,1,1,1,1,1081,38,2
"3624",15200115,",6642",10,"16,17",1,"-,4954","1,5604","1,0991",7,"-,5923",7,7,1,1,1,1,1,1,1081,38,2
"3625",15200115,"-,6837",9,"16,08",1,"-,2111","-,2882","-1,5692",7,",2977",7,7,1,1,1,2,1,1,1081,38,2
"3626",15200115,",0218",10,"15,75",1,"-,3804","1,3264","1,0991",9,"-,2829",7,7,1,1,1,1,1,2,1081,38,2
"3627",15200115,"-,0221",10,"15,58",1,"1,8543",",395","-1,922",8,",1875",7,7,2,2,1,1,1,3,1081,38,2
"3628",15200115,"-,0621",9,"15,92",1,"-,1651","-,9705","1,0991",8,"-2,2398",7,7,1,1,1,1,9,1,1081,38,2
"3629",15200115,"-,3381",10,"15,83",1,"-,1519","-,9705",",0264",9,",3158",7,7,1,1,1,1,1,2,1081,38,2
"3630",15200115,"-,4326",9,"15,83",1,",5387",",0647","1,0991",16,",8838",7,7,1,1,1,1,1,2,1081,38,2
"3631",15200115,"-,3381",10,"15,67",1,"1,8543","-,9124","-1,3869",7,"-1,2446",7,7,1,1,2,1,1,2,1081,38,2
"3632",15200115,",0248",10,"15,33",1,"-,2111","-,2882","1,0991",12,",652",7,7,1,1,1,1,2,2,1081,38,2
"3633",15200115,"-,6525",10,"16,17",1,",0078",",5759","-1,9901",10,",2687",7,7,1,1,1,2,2,1,1081,38,2
"3634",15200115,"-,3381",10,"16,08",1,",1111","-,2882",",4662",10,"-,8641",7,7,1,2,1,1,1,2,1081,38,2
"3635",15200115,"-,3381",10,"15,5",1,",4631",",4252","-3,0789",9,"-,2817",7,7,3,3,3,1,1,1,1081,38,2
"3636",15200115,"-,358",10,"15,58",1,"-,8203",",8242","1,0991",6,"-,3433",7,7,1,1,1,1,1,1,1081,38,2
"3637",15200115,",3171",10,"16,08",1,",8101","-,2882","-,4263",6,"-,0758",7,7,1,1,1,1,1,1,1081,38,2
"3638",15200115,"-,5753",10,"15,92",1,"1,8543","-1,4606","1,0991",18,"1,4473",7,7,2,3,3,1,4,3,1081,38,2
"3639",15200115,"-1,35",11,"16,25",1,"1,8543","1,5899",",1018",11,",4987",7,7,2,2,3,1,2,4,1081,38,2
"3640",15200115,"-,7244",9,"15,75",1,"1,2516",",6615","-3,0789",10,"-,0678",7,7,1,1,1,1,1,2,1081,38,2
"3641",15200115,"-,7592",10,"15,5",1,",4631","-,2882","1,0991",7,",75",7,7,1,1,1,1,1,1,1081,38,2
"3642",15200115,",5423",10,"15,83",1,"-,2111","-,2882","-1,6136",7,"-,4012",7,7,1,2,1,1,1,2,1081,38,2
"3643",15200115,"-,8144",9,"15,58",1,"1,8543",",4252","-,2495",20,",8891",7,7,2,1,2,1,3,2,1081,38,2
"3644",15200115,"1,5043",11,"16,25",1,"-,8234","2,2879",",025",16,",6549",7,7,1,1,1,1,1,3,1081,38,2
"3645",15200115,"-,6334",10,"15,67",1,"-2,685",",8242","1,0991",7,"-,7498",7,7,2,2,1,1,1,1,1081,38,2
"3646",15200115,"2,5915",10,"15,33",1,",705","1,5604","1,0991",6,"-,8366",7,7,1,1,2,1,1,2,1081,38,2
"3647",15200115,",0248",10,"15,92",1,"-,8771","-1,1938",",1004",8,",4367",7,7,1,1,1,1,1,1,1081,38,2
"3648",15200115,",9357",10,"16",1,"1,8543",",395",",0264",8,",5282",7,7,1,1,1,1,1,1,1081,38,2
"3649",15200115,"-,9585",10,"15,5",1,"-,5086",",9455",",5658",12,",2384",7,7,1,1,1,1,1,1,1081,38,2
"3650",15200115,",236",10,"16,08",1,"1,3961","-1,2109",",3838",7,"-,5685",7,7,1,3,2,1,2,4,1081,38,2
"3651",15200115,"-,3381",10,"16",1,"-,9233",",395","-,2511",8,"-,2217",7,7,1,1,1,1,1,1,1081,38,2
"3652",15200115,"-,7817",10,"16,08",1,"-,5996","-,2882","-1,4438",7,"1,0315",7,7,2,1,1,1,1,2,1081,38,2
